ticker,count,score
ACGLO,0,0
PIPI,0,0
TQMPF,0,0
SRSA,0,0
BLILF,0,0
XCUR,0,0
FRMA,0,0
CRF,0,0
SIRTF,0,0
PTAUF,0,0
EMOC,0,0
SYBRQ,0,0
CGBD,0,0
AXSM,0,0
SVAL,0,0
PBLOF,0,0
FMBV,0,0
WACLY,0,0
SRNGU,0,0
NRGMF,0,0
GHYB,0,0
PMMTF,0,0
CWGYF,0,0
NGL.PRC,0,0
CIM.PRD,0,0
FBSE,0,0
SMAS,0,0
NFYEF,0,0
UHBTY,0,0
BGEM,0,0
FRFTF,0,0
XBIOW,0,0
FANUY,0,0
PXSLY,0,0
CDXC,0,0
CRHKY,0,0
MSGE,0,0
BAC.PRO,0,0
RBII,0,0
EXTR,0,0
WSEMF,0,0
VRED,0,0
AFINP,0,0
MGROF,0,0
TNKE,0,0
PDYPF,0,0
NYVA,0,0
GBOOF,0,0
SEII,0,0
SUP,0,0
CNTRF,0,0
NMR,0,0
MRPLY,0,0
JAPAY,0,0
NRRWF,0,0
CPWR,0,0
NLST,0,0
KUSA,0,0
WNXDF,0,0
CHXMF,0,0
BRF,0,0
FUSE.U,0,0
NTRR,0,0
PCSB,0,0
NEXCF,0,0
HRGLY,0,0
ASAPF,0,0
PCDAF,0,0
BMDLF,0,0
GROUF,0,0
OEC,0,0
LCCTF,0,0
QMED,0,0
CRGGF,0,0
MITFY,0,0
SSFT,0,0
IHETW,0,0
ETMSF,0,0
NNI,0,0
AIZN,0,0
HTBK,0,0
SLCFF,0,0
HMDPF,0,0
CCGN,0,0
RKDA,0,0
BRC,0,0
OGSWW,0,0
FLYLF,0,0
BOUYY,0,0
HMTLF,0,0
CHTEF,0,0
IIVIP,0,0
ASB.PRC,0,0
PWLK,0,0
PRE.PRH,0,0
BMTM,0,0
ITTOY,0,0
AFSM,0,0
MYT,0,0
JSHLY,0,0
SOJD,0,0
AHELF,0,0
ADTFF,0,0
CPMV,0,0
MBGNF,0,0
GFCJ,0,0
NTCO,0,0
KBDCF,0,0
GORIF,0,0
BCII,0,0
ABCZF,0,0
EVLO,0,0
SONA,0,0
SSRSF,0,0
KPCPY,0,0
VLEEY,0,0
SWPFF,0,0
CYBR,0,0
CLA.U,0,0
GEDSF,0,0
PXSTF,0,0
SFIN,0,0
EOPSY,0,0
ATHA,0,0
PDRDY,0,0
HWKDF,0,0
SSTI,0,0
AIRR,0,0
TKOBF,0,0
SCE.PRG,0,0
SFBTF,0,0
GBCHF,0,0
PNAT,0,0
EICSF,0,0
ZIG,0,0
VRTV,0,0
GIX,0,0
PTEL,0,0
CZGZF,0,0
ADCOF,0,0
GZPHF,0,0
IXP,0,0
MFGP,0,0
THOGF,0,0
MGMT,0,0
AZGSQ,0,0
JAMGF,0,0
IGCIW,0,0
TSCAF,0,0
FCCO,0,0
GMBXF,0,0
MTCH,0,0
MSGM,0,0
MDMP,0,0
QYLD,0,0
IIAC.U,0,0
SNAVF,0,0
ABANF,0,0
LANC,0,0
VTEPF,0,0
PRCF,0,0
MLBEY,0,0
CYRR,0,0
CRRVF,0,0
MLN,0,0
PMTRF,0,0
HSHIF,0,0
BHORL,0,0
TSMRF,0,0
CMFV,0,0
AZASF,0,0
AZAL,0,0
CSYT,0,0
MCEM,0,0
COF.PRI,0,0
POAHF,0,0
SAHN,0,0
ATAO,0,0
CDEV,0,0
FQVTF,0,0
IACA.U,0,0
FLJP,0,0
MMMRF,0,0
WSPPU,0,0
LYV,0,0
XIAXF,0,0
VGAC.U,0,0
RTP,0,0
CMICF,0,0
CZBC,0,0
MYBUF,0,0
HAGN,0,0
FTDL,0,0
CTOUF,0,0
ODVCI,0,0
LFER,0,0
FBASF,0,0
BHBCQ,0,0
QURT,0,0
MECNY,0,0
ARGW,0,0
BDCZ,0,0
TBMIF,0,0
TMLL,0,0
CTDN,0,0
BXXRF,0,0
VPG,0,0
SYF.PRA,0,0
CBYI,0,0
EZU,0,0
CNDHF,0,0
DLPTF,0,0
ITIC,0,0
VCHYF,0,0
DPER,0,0
HBGHF,0,0
ABBAF,0,0
PSRVD,0,0
MSRDF,0,0
SKLNF,0,0
MDIV,0,0
SHZHY,0,0
RDFVF,0,0
DCRNU,0,0
HUMDF,0,0
CPGZF,0,0
ADXS,0,0
VLRZF,0,0
BIIO,0,0
RFM,0,0
FIBR,0,0
PTBD,0,0
ANCE,0,0
MDFZF,0,0
KRLTF,0,0
WIMHF,0,0
IIDDY,0,0
SLRX,0,0
NRBT,0,0
STRR,0,0
EVMNY,0,0
DSS,0,0
IDX,0,0
CDXS,0,0
SXI,0,0
TGEN,0,0
RMRDF,0,0
FFTG,0,0
ECIVF,0,0
NCRE,0,0
CIHEF,0,0
CTTAF,0,0
KUKAF,0,0
WPCZF,0,0
VYST,0,0
OIIIF,0,0
CACQF,0,0
MMP,0,0
LDDFF,0,0
IDPE,0,0
POELF,0,0
MENC,0,0
CROTF,0,0
CIB,0,0
AIN,0,0
SWKS,0,0
SRHGF,0,0
CFRI,0,0
VSMV,0,0
KINZ,0,0
UDR,0,0
CHKEL,0,0
JOSMF,0,0
DMRE,0,0
TNRI,0,0
BBIN,0,0
PEGIY,0,0
FNWB,0,0
VALV,0,0
MBAIF,0,0
PKPYY,0,0
CFX,0,0
SKHSY,0,0
EWUS,0,0
CLNY.PRG,0,0
MCBRF,0,0
RYSKF,0,0
SBOW,0,0
HYPLF,0,0
BOIVF,0,0
CETY,0,0
TTM,0,0
MTMW,0,0
NOKPF,0,0
PTFDF,0,0
DMDV,0,0
BESIY,0,0
BNTGY,0,0
AIW,0,0
CPKB,0,0
MITCF,0,0
ABLZF,0,0
ADCUF,0,0
KALG,0,0
ECCB,0,0
PBC,0,0
EFLT,0,0
SHMCF,0,0
SFYLF,0,0
MNICF,0,0
KAHL,0,0
GNSG,0,0
INOW,0,0
GRPOF,0,0
DBPRF,0,0
ADTEF,0,0
ENVA,0,0
ESALF,0,0
NUVI,0,0
BANT,0,0
RUSL,0,0
GUOCY,0,0
VOGGF,0,0
MATN,0,0
SCSKF,0,0
ADGL,0,0
LXP.PRC,0,0
STLY,0,0
BRTI,0,0
SAXPF,0,0
FNB,0,0
DYNE,0,0
HTCIY,0,0
GUDHF,0,0
JMOM,0,0
KTWIF,0,0
CHFHY,0,0
AAUKF,0,0
MAWAF,0,0
BSEFF,0,0
DKILF,0,0
GGLDF,0,0
NMS,0,0
PBTHF,0,0
IVZ,0,0
SGHDY,0,0
EGIL,0,0
NRPI,0,0
SKSK,0,0
RVRC,0,0
VCF,0,0
FLIDF,0,0
FUPPF,0,0
PRLE,0,0
MMTMF,0,0
MITSF,0,0
ANH,0,0
ATEST.C,0,0
RTNXF,0,0
CZBT,0,0
WGLD,0,0
BYSI,0,0
NAKD,0,0
GNL.PRA,0,0
CNHA,0,0
ONVRF,0,0
UPZPF,0,0
MFMLF,0,0
MCHSF,0,0
INHC,0,0
SVPLF,0,0
MPCFF,0,0
LTCN,0,0
PFLT,0,0
QMCI,0,0
NCV,0,0
ICSH,0,0
KRYAF,0,0
NREF.PRA,0,0
RSTGF,0,0
ISHM,0,0
FACO,0,0
CVCY,0,0
TEF,0,0
DGNG,0,0
CFPUF,0,0
FGSGF,0,0
ATSKF,0,0
TNP,0,0
FYGGY,0,0
AFAP,0,0
NPTH,0,0
GTMEF,0,0
BRMSY,0,0
LGGFF,0,0
ISXAF,0,0
PPCCY,0,0
KATOF,0,0
DLGCF,0,0
TGRR,0,0
ROYMY,0,0
ASCJF,0,0
DUC,0,0
JEMC,0,0
BUGDF,0,0
HZNQF,0,0
PDRX,0,0
CJCFF,0,0
LRMR,0,0
ODZA,0,0
CCNCF,0,0
AVCNF,0,0
OUSZF,0,0
NVCN,0,0
BXMX,0,0
CVALF,0,0
NM.PRH,0,0
MJHI,0,0
NSC,0,0
GTBAF,0,0
HUPHY,0,0
CYAP,0,0
ACFL,0,0
FELTY,0,0
POGWF,0,0
PGRWU,0,0
NLRCF,0,0
NXPS,0,0
NOBGY,0,0
MURYF,0,0
ITPOF,0,0
WMCB,0,0
SCHB,0,0
UETMF,0,0
SPMI,0,0
HCKT,0,0
SILDF,0,0
AFOVF,0,0
MZPS,0,0
VLOWY,0,0
HPKER,0,0
CLRI,0,0
LNDC,0,0
GBGR,0,0
ASPL,0,0
VCMMF,0,0
SNRR,0,0
VGK,0,0
GBUX,0,0
MRAIF,0,0
SUNC,0,0
ASAXU,0,0
MLHR,0,0
VCISY,0,0
SDEM,0,0
SWRAF,0,0
SIMYF,0,0
PBYA,0,0
ABVG,0,0
BSPE,0,0
FSV,0,0
PMRTY,0,0
JANZ,0,0
CGUSY,0,0
CCMN,0,0
ANEWF,0,0
NAPR,0,0
JNHMF,0,0
OPINI,0,0
NXXGF,0,0
MGIDF,0,0
DEX,0,0
UBEX,0,0
SMNEY,0,0
MMILF,0,0
LCTC,0,0
JRNGF,0,0
BWPPF,0,0
TAHEF,0,0
MDBBF,0,0
RILYO,0,0
VOR,0,0
CUBG,0,0
TDV,0,0
GRAH,0,0
MCF,0,0
CRHKF,0,0
OCESO,0,0
PBEGF,0,0
ASGN,0,0
BKKLY,0,0
ITA,0,0
LLNW,0,0
VBFC,0,0
ATNFW,0,0
TACA.U,0,0
CMSD,0,0
ARET,0,0
FBBCF,0,0
SSLZY,0,0
ENZL,0,0
WMS,0,0
STTX,0,0
SBNCN,0,0
IBND,0,0
PIAI.U,0,0
SHC,0,0
XTEPY,0,0
KKPT,0,0
HTTTF,0,0
TTYP,0,0
FEVR,0,0
RVVTF,0,0
HMTGF,0,0
SPGYF,0,0
NABZY,0,0
FLIR,0,0
SAFRY,0,0
CNQ,0,0
EQRR,0,0
JSCPF,0,0
WBA,0,0
NEPRY,0,0
SKUYF,0,0
ASPCF,0,0
KMRCF,0,0
BVRDF,0,0
TMGI,0,0
GREZF,0,0
MNVN,0,0
HGCTF,0,0
GRF,0,0
OBLR,0,0
KAEPY,0,0
VGI,0,0
HII,0,0
AIRT,0,0
FYT,0,0
PMAY,0,0
TMTNF,0,0
WPFH,0,0
STXS,0,0
DUSXF,0,0
CHEKZ,0,0
UHOIF,0,0
RPAI,0,0
TPPTY,0,0
MMIN,0,0
CBWTF,0,0
RYJ,0,0
SCZ,0,0
CLCS,0,0
NOM,0,0
NHICU,0,0
NBIX,0,0
SDXAY,0,0
KCAPL,0,0
VYNE,0,0
INTG,0,0
FDL,0,0
GMLPP,0,0
IRBS,0,0
POLA,0,0
CCHWF,0,0
MLMN,0,0
INGLF,0,0
NBACR,0,0
WHLKF,0,0
CFSU,0,0
SVNWF,0,0
AONNF,0,0
LYXMF,0,0
OSPMZ,0,0
AMADF,0,0
WFHG,0,0
LNGLF,0,0
ZLPSF,0,0
QUCOF,0,0
MAAFF,0,0
CCRN,0,0
IXRRF,0,0
BORT,0,0
VTSHY,0,0
AMK,0,0
SHNXY,0,0
UELKY,0,0
PFPT,0,0
CDNAF,0,0
HUBS,0,0
HZAC.WS,0,0
WDTRF,0,0
VRRM,0,0
HAACW,0,0
JWCAF,0,0
ARFXF,0,0
TSPO,0,0
RNSHF,0,0
CEMB,0,0
ARTM,0,0
GERFF,0,0
MGMA,0,0
LRLCY,0,0
SVCRF,0,0
HLTRF,0,0
GGII,0,0
SNOIF,0,0
LGLBF,0,0
CHFFF,0,0
RHHNF,0,0
NOCRF,0,0
BANX,0,0
ZSHOF,0,0
TVAGF,0,0
CLGMF,0,0
RFG,0,0
BBBY,0,0
TRXPF,0,0
AUMBF,0,0
AHKSY,0,0
LECIY,0,0
HKHHY,0,0
GLBKF,0,0
AMMCF,0,0
HCC,0,0
ATO,0,0
ROHCF,0,0
MEC,0,0
ISEE,0,0
CRTDW,0,0
BMWYY,0,0
CWVLF,0,0
AMBC.WS,0,0
SILC,0,0
IEGCF,0,0
C.PRJ,0,0
MSLOY,0,0
ANCN,0,0
GDRZF,0,0
JHMS,0,0
SMBK,0,0
DMYI.WS,0,0
XMVM,0,0
RDBBF,0,0
VLDRW,0,0
GSIT,0,0
CIZN,0,0
BDXB,0,0
ETAH,0,0
BNCDY,0,0
NBPVF,0,0
CHUAF,0,0
RVSTF,0,0
RJF,0,0
JHMI,0,0
PEGRF,0,0
AMFPY,0,0
SVFAU,0,0
PTBKF,0,0
FMOCF,0,0
RCON,0,0
RCIT,0,0
ETP.PRE,0,0
HXGBY,0,0
CRTX,0,0
EENR,0,0
AFTPY,0,0
IMXI,0,0
BSML,0,0
ICNOF,0,0
NTCT,0,0
PSXP,0,0
AMTY,0,0
HDLS,0,0
FTCPF,0,0
FECOF,0,0
UG,0,0
KMTUF,0,0
CGROW,0,0
QED,0,0
BDABF,0,0
CHBAY,0,0
MKTAY,0,0
SAFLF,0,0
GGM,0,0
ACMDY,0,0
MH.PRC,0,0
DRRGF,0,0
PZZA,0,0
DAEIF,0,0
GWGH,0,0
AZLOF,0,0
LPPSY,0,0
XMMO,0,0
ASWRF,0,0
TRMB,0,0
LXRRF,0,0
LEAS,0,0
SFIGA,0,0
TRHC,0,0
DNAX,0,0
MPLN.WS,0,0
OSGSF,0,0
MDGC,0,0
URNM,0,0
DWAHF,0,0
ESI,0,0
PNRXF,0,0
BRNE,0,0
GTMIF,0,0
PDAC.U,0,0
JLL,0,0
ICTSF,0,0
ASNXF,0,0
KYSEY,0,0
ZIMCF,0,0
AMND,0,0
TRCY,0,0
EMPR,0,0
CRBBF,0,0
IMSBF,0,0
AGIN,0,0
SLAC.U,0,0
FIEE,0,0
ISMCF,0,0
ACOPY,0,0
AACAF,0,0
CHNGU,0,0
BYLOF,0,0
VCKAU,0,0
BTGGF,0,0
VMAR,0,0
BPOPN,0,0
AUDC,0,0
DTEGY,0,0
FSEI,0,0
TTEC,0,0
AIKO,0,0
PAHGF,0,0
FBRX,0,0
AOTVF,0,0
TLMD,0,0
SRHBF,0,0
SCNNF,0,0
ETM,0,0
RBMNF,0,0
GKTRF,0,0
CPHRF,0,0
EOSC,0,0
SAML,0,0
GSML,0,0
TLKMF,0,0
TNGNQ,0,0
CANOF,0,0
NGENF,0,0
CDGXF,0,0
FSUGY,0,0
EVTZF,0,0
ELST,0,0
ASKDF,0,0
THLEF,0,0
OGKJL,0,0
ULFS,0,0
COLL,0,0
EYUUF,0,0
TSYHY,0,0
OSOTF,0,0
SLCO,0,0
NEUN,0,0
ALITF,0,0
TJSS,0,0
PTSS,0,0
SILEF,0,0
QUCPY,0,0
TRRFF,0,0
SHTRF,0,0
PINWF,0,0
CMSQY,0,0
EGY,0,0
VLNVF,0,0
IDLV,0,0
MDGSW,0,0
RBAC,0,0
UMPQ,0,0
HNTWF,0,0
CNHI,0,0
UMYC,0,0
LTMP,0,0
ESHY,0,0
IGNE,0,0
PUFLF,0,0
SHABF,0,0
KAOOY,0,0
PMYLF,0,0
RYES,0,0
FLEW,0,0
SPONF,0,0
AATV,0,0
GBNXF,0,0
IEVM,0,0
LNETF,0,0
AGTT,0,0
DLS,0,0
ACSI,0,0
CMLFW,0,0
NRKBY,0,0
WLSI,0,0
HIW,0,0
SNTZ,0,0
SCRCQ,0,0
USSJY,0,0
PFODF,0,0
GALXF,0,0
DPMLF,0,0
AAGH,0,0
DMRI,0,0
RSTCF,0,0
KNTE,0,0
FWDG,0,0
KSS,0,0
OCIO,0,0
AESO,0,0
PCRFF,0,0
MLMZF,0,0
ARCW,0,0
VLGGF,0,0
KSLLF,0,0
KMLM,0,0
FRGI,0,0
PCAR,0,0
ATVDY,0,0
ASMIY,0,0
NOA,0,0
SOAN,0,0
LNKE,0,0
FFA,0,0
BYDIF,0,0
MXROF,0,0
MOAEF,0,0
ZRSEF,0,0
TWCF,0,0
ARMVF,0,0
VRT,0,0
SNBIF,0,0
SEMJF,0,0
RXLSF,0,0
PVI,0,0
ITVPY,0,0
ENCW,0,0
RENZY,0,0
OAOFY,0,0
PETFF,0,0
SPB,0,0
QLVE,0,0
GTLL,0,0
TBTEF,0,0
AUNFF,0,0
PTNAF,0,0
HWEN,0,0
TKAMY,0,0
UOVEY,0,0
GRUSF,0,0
CNGI,0,0
AGC,0,0
EBOSY,0,0
ASDRF,0,0
OUTKY,0,0
CNTY,0,0
FRCOF,0,0
ITAC,0,0
BZM,0,0
PBSFY,0,0
PRVCF,0,0
EWN,0,0
AITA,0,0
SHERF,0,0
ONVVF,0,0
UAPR,0,0
HLTY,0,0
HCBN,0,0
NRXXY,0,0
DKLRF,0,0
BUROF,0,0
FFMR,0,0
AXS,0,0
EFGSY,0,0
MURMF,0,0
SITC,0,0
IMUCW,0,0
GENH,0,0
FJAN,0,0
SUMR,0,0
UBLXF,0,0
MPVDF,0,0
BATRK,0,0
WZZAF,0,0
PANC,0,0
CPRGF,0,0
GSTX,0,0
DAVNF,0,0
PFFD,0,0
ITPC,0,0
CWWBF,0,0
WFC.PRC,0,0
GSX,0,0
ARAY,0,0
NEXA,0,0
LEMIF,0,0
GWSN,0,0
VKSC,0,0
FRRLF,0,0
CNTFY,0,0
EZPW,0,0
TEMPF,0,0
SAHAF,0,0
QLS,0,0
GTARF,0,0
SLVP,0,0
DRCMF,0,0
UGDIF,0,0
MNXBY,0,0
FYSSY,0,0
ELVG,0,0
TLSYY,0,0
YSHOF,0,0
AFFWW,0,0
IFGH,0,0
IESC,0,0
MNDO,0,0
ARR,0,0
TPNHY,0,0
SVNDF,0,0
MAIFF,0,0
BIBLF,0,0
NPTN,0,0
ASXFY,0,0
URYL,0,0
VABK,0,0
ATADF,0,0
RMYHY,0,0
SGFRF,0,0
ARHI,0,0
FYMNF,0,0
PNQI,0,0
EJTTF,0,0
PPRQF,0,0
IDHQ,0,0
LSLT,0,0
CFR.PRB,0,0
LCYFF,0,0
BKAYY,0,0
RGEDF,0,0
CLPS,0,0
LNFA.WS,0,0
DMAY,0,0
VQSLF,0,0
RMDFF,0,0
DREUF,0,0
CMUV,0,0
ASAAF,0,0
TMDV,0,0
PWZYF,0,0
PHUNW,0,0
ANVV,0,0
MSSV,0,0
TYHOF,0,0
TTP,0,0
THFRF,0,0
RYF,0,0
PEBK,0,0
NMSCA,0,0
VEGPF,0,0
SSCHF,0,0
STAR.PRD,0,0
DVNGF,0,0
MOPLF,0,0
EIPAF,0,0
VCVC,0,0
EVCI,0,0
NULC,0,0
DREM,0,0
JMCCF,0,0
UNTC,0,0
DLEUF,0,0
IPTK,0,0
SRAFF,0,0
LOONF,0,0
PTOI,0,0
HELOF,0,0
BFLY.WS,0,0
IXEH,0,0
APH,0,0
VGAPF,0,0
AMSLF,0,0
ASCCF,0,0
UBSEF,0,0
CBDL,0,0
HMSY,0,0
BWXXF,0,0
SSDOF,0,0
GMNNF,0,0
ASGI,0,0
SWPRF,0,0
SPASY,0,0
FINN,0,0
FRNWF,0,0
CBSE,0,0
MHGU,0,0
CTTOF,0,0
LTEC,0,0
FLTW,0,0
PESI,0,0
NSPDF,0,0
EPKKY,0,0
STRZ,0,0
PLYR,0,0
BWAY,0,0
ASGXF,0,0
HRGLF,0,0
EOSGF,0,0
JEQ,0,0
GTN,0,0
STJO,0,0
LBTYA,0,0
SHVTF,0,0
JKRO,0,0
TEPCY,0,0
APLS,0,0
MVT,0,0
KEYUF,0,0
HHGI,0,0
MDIN,0,0
EWY,0,0
MGTTF,0,0
SPRV,0,0
YALA,0,0
SINGF,0,0
PIFR,0,0
KWAC.U,0,0
BFK,0,0
FEEXF,0,0
SPAQ.U,0,0
DAWUF,0,0
MONGF,0,0
NPEXF,0,0
SABB,0,0
EQXLF,0,0
RHCGF,0,0
KCPC,0,0
PQSG,0,0
ESPO,0,0
MLWN,0,0
ENZH,0,0
AECLY,0,0
FRAZ,0,0
TRBO,0,0
ISNS,0,0
FTAI,0,0
DDHRF,0,0
ALLVF,0,0
JAPAF,0,0
GDPEF,0,0
JCDS,0,0
MAQAF,0,0
NJMC,0,0
CSKD,0,0
MSB,0,0
MTCPY,0,0
PCWLF,0,0
TCON,0,0
UMH.PRC,0,0
SSGBF,0,0
PRSRU,0,0
DBUB,0,0
FCOM,0,0
CTYWY,0,0
CWTC,0,0
RCUS,0,0
TOTZF,0,0
FLOL,0,0
DMNXF,0,0
FDBL,0,0
JGSHF,0,0
SYRSW,0,0
HNW,0,0
DHR.PRB,0,0
PTALF,0,0
TCCPY,0,0
BCGVY,0,0
KXSCF,0,0
SLAHF,0,0
GMMVF,0,0
ICGL,0,0
BKF,0,0
VHI,0,0
BWNGF,0,0
AUSGF,0,0
QTRHF,0,0
FRC.PRJ,0,0
VULNF,0,0
VSMR,0,0
ASCN,0,0
SILJ,0,0
VIACA,0,0
SKFG,0,0
SRVR,0,0
TTRHF,0,0
GBCMY,0,0
NUHY,0,0
ROHCY,0,0
BLSP,0,0
USSG,0,0
SRSAU,0,0
TZLTF,0,0
VRDR,0,0
UNCFF,0,0
IVECF,0,0
PRIF.PRC,0,0
AAMC,0,0
ETHO,0,0
HSCHF,0,0
ORLA,0,0
SBHMY,0,0
CAZGF,0,0
KBDHF,0,0
IHSRF,0,0
NIHL,0,0
LTRE,0,0
SZKBF,0,0
IVPAF,0,0
GIGGU,0,0
DAKT,0,0
IRJHF,0,0
NCMI,0,0
MLGCF,0,0
MSADF,0,0
KPCUF,0,0
ELEZY,0,0
HEYBF,0,0
CSBR,0,0
IVR.PRC,0,0
ACFN,0,0
THTX,0,0
MTBMF,0,0
RPGLF,0,0
TTAI,0,0
UCBI,0,0
AZBJ,0,0
DGDCF,0,0
IPHYF,0,0
MBIO,0,0
LTUC,0,0
HUATF,0,0
AVY,0,0
UNDR,0,0
PTABF,0,0
GTMAY,0,0
PTIN,0,0
ATCC,0,0
MURGY,0,0
EEVVF,0,0
CDTX,0,0
DOV,0,0
VUOC,0,0
SONO,0,0
MCMJ,0,0
FTS,0,0
PTNL,0,0
CVLT,0,0
VNCKF,0,0
RTEXF,0,0
TSRI,0,0
EFAS,0,0
SKFOF,0,0
IBTA,0,0
JGLCF,0,0
CLIM.U,0,0
MKYSF,0,0
ITONF,0,0
ADBE,0,0
IIREF,0,0
CRHHF,0,0
CNBZ,0,0
KBLB,0,0
MTW,0,0
CPPXF,0,0
PRRMF,0,0
BNGFF,0,0
ORRRY,0,0
TLSA,0,0
IROQ,0,0
PIHLF,0,0
TRSSF,0,0
ALKHF,0,0
DRIOW,0,0
ISOL,0,0
MGEE,0,0
MJTV,0,0
INQD,0,0
GOODN,0,0
SVJTY,0,0
ATCV,0,0
ORWHF,0,0
RCIAF,0,0
ADDLY,0,0
GNW,0,0
FPAC.WS,0,0
NRGT,0,0
YTRA,0,0
ROYUF,0,0
SSPY,0,0
FRC.PRK,0,0
TSLRF,0,0
SCIE,0,0
QGLHF,0,0
RMIOF,0,0
JJG,0,0
FDRR,0,0
GRCAF,0,0
MVRL,0,0
NARRF,0,0
AFGD,0,0
BFS.PRD,0,0
SMTS,0,0
NRYYF,0,0
HSBI,0,0
GADS,0,0
MCHOY,0,0
FEHTF,0,0
AAGFF,0,0
RDVY,0,0
OTIC,0,0
SVSVW,0,0
CCYNF,0,0
ULNV,0,0
FCAFF,0,0
OXLC,0,0
CLI,0,0
SHACU,0,0
TWLO,0,0
VLON,0,0
AZPN,0,0
SEDN,0,0
PACV,0,0
NEXNF,0,0
HKTGF,0,0
SMN,0,0
IGIFF,0,0
PLWN,0,0
TNABF,0,0
ASPCU,0,0
FLWS,0,0
TRYRF,0,0
ROCLF,0,0
EAPH,0,0
BESVF,0,0
AVVFF,0,0
TTI,0,0
ASCKD,0,0
WDLF,0,0
RAEWF,0,0
ARWD,0,0
BSY,0,0
NSPX,0,0
HUM,0,0
URBT,0,0
EPP,0,0
PSMMY,0,0
EWRE,0,0
TKKHF,0,0
CBBB,0,0
TLFA,0,0
DMS.WS,0,0
ZBRA,0,0
HTLD,0,0
SRPT,0,0
PVSP,0,0
SLQD,0,0
ELEMF,0,0
IHGP,0,0
NMEX,0,0
CYTR,0,0
SPCB,0,0
MAANF,0,0
WIP,0,0
TKSNF,0,0
FFHMY,0,0
MVLY,0,0
ARNGF,0,0
ALYE,0,0
MICCF,0,0
OTRAW,0,0
MHE,0,0
FSEN,0,0
ECOX,0,0
PGWFF,0,0
BNYN,0,0
WSFT,0,0
NDVAF,0,0
UNIKF,0,0
ASKTF,0,0
GBPT,0,0
BHSEW,0,0
SADMF,0,0
OSS,0,0
TAIPY,0,0
NGGTF,0,0
LBTD,0,0
VNTA,0,0
FURY,0,0
PTC,0,0
EEGI,0,0
FTHM,0,0
BXS.PRA,0,0
EDC,0,0
SUHJY,0,0
MULPF,0,0
ZRVT,0,0
CLXPF,0,0
PLSE,0,0
SYRS,0,0
FLTR,0,0
LEVL,0,0
TMRR,0,0
CRKHF,0,0
VGID,0,0
SKHSF,0,0
RTWRF,0,0
KXNXF,0,0
FMOO,0,0
UPST,0,0
DKDRF,0,0
MSNVF,0,0
ATH.PRC,0,0
GNRC,0,0
ITKH,0,0
ELA,0,0
IBMK,0,0
EVSTC,0,0
AEIS,0,0
MDPCF,0,0
ELGL,0,0
DDG,0,0
TCPDF,0,0
AUMC,0,0
TJIPY,0,0
VKTX,0,0
SCYX,0,0
WTCRF,0,0
AQNB,0,0
GEECF,0,0
ORMIF,0,0
HNHPF,0,0
RGST,0,0
FXD,0,0
ENAKF,0,0
FRRVF,0,0
WEQL,0,0
YEXT,0,0
TMPPF,0,0
AEP,0,0
FTSM,0,0
CYWDF,0,0
IGXT,0,0
ICGHF,0,0
MENI,0,0
GBBGF,0,0
SMREF,0,0
HWDJY,0,0
PTMKF,0,0
UBFPF,0,0
AOXG,0,0
MXCLF,0,0
ADIL,0,0
WFC.PRP,0,0
DISPF,0,0
TMBXF,0,0
BDMMF,0,0
ISDAY,0,0
CCFC,0,0
MXMG,0,0
QFIN,0,0
MPA,0,0
MDEA,0,0
NLSPW,0,0
SCXLB,0,0
SEBC,0,0
PESAF,0,0
MAYNF,0,0
WRGL,0,0
CESO,0,0
MCPNF,0,0
PTMIF,0,0
SMCP,0,0
WINA,0,0
ITNS,0,0
OBLG,0,0
SCBFF,0,0
VHAQ.RT,0,0
GTIP,0,0
MS.PRL,0,0
FEDC,0,0
FLDR,0,0
BBY,0,0
NXTYQ,0,0
MNP,0,0
DVLP,0,0
MMS,0,0
VRTC,0,0
DDEC,0,0
HRI,0,0
FNHC,0,0
OPPPF,0,0
SNANF,0,0
GMNTF,0,0
EWRC,0,0
GOTNF,0,0
WSPOF,0,0
BLWYY,0,0
OSSUY,0,0
ESHDF,0,0
ESQF,0,0
SHM,0,0
FTXR,0,0
ZZZOF,0,0
DCYHF,0,0
CCVI.U,0,0
TATYF,0,0
HIMR,0,0
BGAOF,0,0
CRC,0,0
RILYP,0,0
EUTLF,0,0
NRWRF,0,0
GPMNF,0,0
GPGC,0,0
CNSNF,0,0
TMGU,0,0
JJSSF,0,0
GHVIU,0,0
SMPNY,0,0
MNTTF,0,0
SCUPF,0,0
PBHG,0,0
PWWBF,0,0
ZAZA,0,0
MBUU,0,0
TDCB,0,0
CCMP,0,0
BV,0,0
WIZD,0,0
BMTC,0,0
VNCE,0,0
TNGL,0,0
BMRPF,0,0
XTN,0,0
MLBEF,0,0
XOP,0,0
MXCHF,0,0
CRMWF,0,0
SCIXF,0,0
QQQX,0,0
TPDDF,0,0
KPZIF,0,0
RNRG,0,0
ZZCLF,0,0
SRHIF,0,0
IRRAF,0,0
KAVL,0,0
IPDN,0,0
PEBN,0,0
GNWSF,0,0
EOPSF,0,0
SIELY,0,0
SRCSY,0,0
ENGGY,0,0
INNBF,0,0
BKEM,0,0
DNB,0,0
TKUGF,0,0
NIHK,0,0
MRGRY,0,0
TKHVY,0,0
BOMN,0,0
THUPY,0,0
ELCR,0,0
SJMHY,0,0
GEDRY,0,0
AAIC.PRB,0,0
